taxon	host_feature	host_feature_collection	primary_CLR_direction	rCLR_direction	direction_agreement	coefficient_range	FDR_range	sample_exclusion_stability	contamination_exclusion_stability	TRANSFORMATION_SENSITIVE_MECHANISM
Azoarcus	p53	PROGENy	negative	positive	FALSE	-0.274074399937332;0.304456861274167	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	PI3K	PROGENy	negative	positive	FALSE	-0.41546132112006;0.214961684116945	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	EGFR	PROGENy	negative	negative	TRUE	-0.355565048197968;-0.188729335313143	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	Hypoxia	PROGENy	negative	negative	TRUE	-0.332931842981129;-0.0986735624597706	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	MAPK	PROGENy	negative	negative	TRUE	-0.318287664255742;-0.180217778393939	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	p53	PROGENy	negative	negative	TRUE	-0.482849182143011;-0.0590837855004673	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	PI3K	PROGENy	negative	negative	TRUE	-0.388465598910199;-0.00912527210184967	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	VEGF	PROGENy	negative	negative	TRUE	-0.295167281368362;-0.0936034790571528	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	WNT	PROGENy	negative	negative	TRUE	-0.318824781530217;-0.161887732519831	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ensifer	PI3K	PROGENy	positive	negative	FALSE	-0.30814083920183;0.365156697915648	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	EGFR	PROGENy	negative	positive	FALSE	-0.459458414401571;0.0345574264123724	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	Hypoxia	PROGENy	negative	positive	FALSE	-0.462533319145369;0.00828138012211966	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	MAPK	PROGENy	negative	positive	FALSE	-0.378142902632435;0.0556326742101291	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	p53	PROGENy	negative	positive	FALSE	-0.438827890394288;0.0742680568251915	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	PI3K	PROGENy	negative	positive	FALSE	-0.362540553120306;0.26531931712772	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	VEGF	PROGENy	negative	positive	FALSE	-0.361857783477811;0.078141836720405	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	EGFR	PROGENy	positive	positive	TRUE	0.273577630467694;0.407495021013594	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	Hypoxia	PROGENy	positive	positive	TRUE	0.379524501759914;0.419600179984201	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	p53	PROGENy	positive	positive	TRUE	0.327641799085501;0.354378467172232	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	VEGF	PROGENy	positive	positive	TRUE	0.301550578225938;0.349967251867702	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Burkholderia	Hypoxia	PROGENy	negative	positive	FALSE	-0.320615322960191;0.263217372621486	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	MAPK	PROGENy	negative	positive	FALSE	-0.298627466845082;0.202282519199156	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	p53	PROGENy	negative	positive	FALSE	-0.369150645091605;0.277060065489469	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	PI3K	PROGENy	negative	positive	FALSE	-0.385332905975889;0.281886459033623	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	p53	PROGENy	negative	positive	FALSE	-0.297529353909334;0.240087959269732	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	PI3K	PROGENy	negative	positive	FALSE	-0.312822027712067;0.258173562274896	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Herbaspirillum	p53	PROGENy	positive	negative	FALSE	-0.375993396123571;0.313797746169911	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	PI3K	PROGENy	positive	negative	FALSE	-0.400845241372245;0.294692134650991	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Azoarcus	ARNT	DoRothEA_VIPER	negative	positive	FALSE	-0.311145879500357;0.143638755403451	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ATF2	DoRothEA_VIPER	positive	negative	FALSE	-0.0641020703598256;0.369427029029985	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	BACH1	DoRothEA_VIPER	negative	positive	FALSE	-0.110920166158269;0.0884889452618707	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	BACH2	DoRothEA_VIPER	positive	negative	FALSE	-0.0882716942447433;0.192676672188493	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	BATF	DoRothEA_VIPER	positive	negative	FALSE	-0.266021190380147;0.407694314506471	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	BCL11A	DoRothEA_VIPER	positive	negative	FALSE	-0.134828416932498;0.151875178077523	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	BHLHE22	DoRothEA_VIPER	negative	positive	FALSE	-0.166202172105323;0.0192745061379491	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	BHLHE40	DoRothEA_VIPER	positive	negative	FALSE	-0.111769461513511;0.192298343869733	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	CREB3L1	DoRothEA_VIPER	negative	positive	FALSE	-0.0972356233799843;0.107078545334939	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	CTCFL	DoRothEA_VIPER	negative	positive	FALSE	-0.170124584579727;0.161098709299253	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	DUX4	DoRothEA_VIPER	positive	negative	FALSE	-0.12354368306835;0.188868709669078	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	E2F1	DoRothEA_VIPER	positive	negative	FALSE	-0.136287366776788;0.210137272235019	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	E2F6	DoRothEA_VIPER	positive	negative	FALSE	-0.0863047007186075;0.142092730405801	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	EHF	DoRothEA_VIPER	negative	positive	FALSE	-0.268870537338487;0.0532195904956189	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	EOMES	DoRothEA_VIPER	positive	negative	FALSE	-0.195289187760321;0.310081557105413	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ETS1	DoRothEA_VIPER	positive	negative	FALSE	-0.177503217993858;0.29862138667577	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ETV1	DoRothEA_VIPER	positive	negative	FALSE	-0.132259264634009;0.149845362381107	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ETV4	DoRothEA_VIPER	positive	positive	TRUE	0.0789772141851504;0.175767004969832	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	FOXJ2	DoRothEA_VIPER	positive	negative	FALSE	-0.0675230110875831;0.159753871399119	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	FOXK2	DoRothEA_VIPER	negative	positive	FALSE	-0.146211093230437;0.0595018408502682	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	FOXM1	DoRothEA_VIPER	positive	negative	FALSE	-0.0996770195363518;0.344671926595396	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	FOXO1	DoRothEA_VIPER	positive	negative	FALSE	-0.156127272168697;0.158820031776555	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	GATA3	DoRothEA_VIPER	positive	negative	FALSE	-0.15684727079442;0.207043353364102	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	GFI1B	DoRothEA_VIPER	negative	positive	FALSE	-0.0689494825637564;0.0712505009078002	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	GRHL2	DoRothEA_VIPER	negative	positive	FALSE	-0.775223595729461;0.445537530485142	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	HBP1	DoRothEA_VIPER	negative	positive	FALSE	-0.0887971483916782;0.0885720477559638	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	HOXB13	DoRothEA_VIPER	positive	negative	FALSE	-0.0496309609729203;0.207787316594026	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	IKZF1	DoRothEA_VIPER	positive	negative	FALSE	-0.213606283312071;0.315532544380413	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	IRF1	DoRothEA_VIPER	positive	negative	FALSE	-0.169070916543281;0.203347775609996	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	IRF2	DoRothEA_VIPER	positive	negative	FALSE	-0.0845322839516266;0.117205713202831	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	IRF3	DoRothEA_VIPER	negative	positive	FALSE	-0.197082878851669;0.122737557893775	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	IRF4	DoRothEA_VIPER	positive	negative	FALSE	-0.255765434882478;0.352778021960132	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	KDM5B	DoRothEA_VIPER	negative	positive	FALSE	-0.120066089705619;0.0777008518187695	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	KLF1	DoRothEA_VIPER	negative	positive	FALSE	-0.120856268658178;0.13596689017009	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	KLF13	DoRothEA_VIPER	positive	negative	FALSE	-0.137373273062844;0.158322886181732	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	KLF5	DoRothEA_VIPER	negative	positive	FALSE	-0.7653967420535;0.30181656262525	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	LYL1	DoRothEA_VIPER	positive	negative	FALSE	-0.313836829288499;0.71705024996418	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	MAFB	DoRothEA_VIPER	positive	negative	FALSE	-0.129644576802793;0.312866618936591	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	MBD1	DoRothEA_VIPER	positive	negative	FALSE	-0.134046569862681;0.227600940673415	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	MEF2A	DoRothEA_VIPER	positive	negative	FALSE	-0.37681044379875;0.776412070633311	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	MEF2C	DoRothEA_VIPER	positive	negative	FALSE	-0.159949865006766;0.33842220264941	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	MITF	DoRothEA_VIPER	positive	negative	FALSE	-0.0897919571758227;0.147774574793692	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	MNT	DoRothEA_VIPER	positive	negative	FALSE	-0.188526899234464;0.209688701005108	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	MXI1	DoRothEA_VIPER	positive	negative	FALSE	-0.116112192275815;0.123009309267401	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	NANOG	DoRothEA_VIPER	positive	negative	FALSE	-0.0864834499731866;0.162534448598413	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	NFATC1	DoRothEA_VIPER	positive	negative	FALSE	-0.147455272817506;0.239786963755963	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	NFKB1	DoRothEA_VIPER	positive	negative	FALSE	-0.227598727349978;0.298978160887804	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	NFYB	DoRothEA_VIPER	positive	negative	FALSE	-0.0721020758480308;0.0820728746988568	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	OTX2	DoRothEA_VIPER	positive	negative	FALSE	-0.110475092510509;0.231779579120417	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	PAX5	DoRothEA_VIPER	positive	negative	FALSE	-0.253619765572543;0.453991062915829	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	PBX3	DoRothEA_VIPER	positive	negative	FALSE	-0.0438574233295615;0.214310743780964	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	PDX1	DoRothEA_VIPER	positive	negative	FALSE	-0.328278757148225;0.271552221425212	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	POU2F1	DoRothEA_VIPER	positive	negative	FALSE	-0.151801245453335;0.177220358810377	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	POU4F2	DoRothEA_VIPER	positive	negative	FALSE	-0.281491789689502;0.281840846516199	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	POU5F1	DoRothEA_VIPER	positive	negative	FALSE	-0.0469487063666591;0.166373375778861	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	PPARG	DoRothEA_VIPER	positive	negative	FALSE	-0.051192115197869;0.188793120693082	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	RBPJ	DoRothEA_VIPER	positive	negative	FALSE	-0.264632187410895;0.400614873803151	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	RELA	DoRothEA_VIPER	positive	negative	FALSE	-0.239088290938401;0.336199681238702	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	RUNX1	DoRothEA_VIPER	positive	negative	FALSE	-0.168025071450268;0.161822282349254	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	SIX5	DoRothEA_VIPER	negative	positive	FALSE	-0.111436639577313;0.0763239906201992	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	SMAD1	DoRothEA_VIPER	positive	negative	FALSE	-0.0802168889563977;0.178471382214037	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	SNAI2	DoRothEA_VIPER	positive	negative	FALSE	-0.284438062252133;0.358780658620577	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	SNAPC4	DoRothEA_VIPER	negative	positive	FALSE	-0.168145715684826;0.10991764904443	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	SOX10	DoRothEA_VIPER	positive	negative	FALSE	-0.0558149828980126;0.177944938061429	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	SOX6	DoRothEA_VIPER	positive	negative	FALSE	-0.170784729170786;0.176385210532281	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	SPI1	DoRothEA_VIPER	positive	negative	FALSE	-0.613353201141004;0.864292232151831	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	SPIB	DoRothEA_VIPER	positive	negative	FALSE	-0.228382945724162;0.254193639321789	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	STAT1	DoRothEA_VIPER	positive	negative	FALSE	-0.250786228911117;0.237998563220675	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	STAT5A	DoRothEA_VIPER	positive	negative	FALSE	-0.396620151175487;0.544757729514178	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	STAT5B	DoRothEA_VIPER	positive	negative	FALSE	-0.18742257156847;0.35913281400003	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	TBX21	DoRothEA_VIPER	positive	negative	FALSE	-0.303716369281008;0.459378233779752	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	TCF7	DoRothEA_VIPER	positive	negative	FALSE	-0.215207899000281;0.335846481094247	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	TEAD4	DoRothEA_VIPER	negative	positive	FALSE	-0.283098334218027;0.233276109986262	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	TFAP4	DoRothEA_VIPER	negative	positive	FALSE	-0.229112545903241;0.15160414275047	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	TP63	DoRothEA_VIPER	negative	positive	FALSE	-0.2326763872127;0.202503150678614	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	VDR	DoRothEA_VIPER	negative	positive	FALSE	-0.0948157394912278;0.0457674681516799	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	WT1	DoRothEA_VIPER	positive	negative	FALSE	-0.123204941301285;0.136567043967352	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	XBP1	DoRothEA_VIPER	positive	negative	FALSE	-0.0238147671902843;0.113626321425751	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ZBTB11	DoRothEA_VIPER	positive	negative	FALSE	-0.107206147205048;0.0976390855219848	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ZEB2	DoRothEA_VIPER	negative	positive	FALSE	-0.636519406376478;0.529799340232886	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ZFX	DoRothEA_VIPER	positive	negative	FALSE	-0.0561793487654011;0.0697749025569131	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ZKSCAN1	DoRothEA_VIPER	negative	positive	FALSE	-0.258653219066544;0.148361418134469	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ZNF24	DoRothEA_VIPER	positive	negative	FALSE	-0.126137582057082;0.163397204331602	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ZNF384	DoRothEA_VIPER	negative	positive	FALSE	-0.0946024965556045;0.0628555397217698	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ZNF639	DoRothEA_VIPER	negative	positive	FALSE	-0.0918754623840649;0.0757811487874249	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Azoarcus	ZNF740	DoRothEA_VIPER	negative	positive	FALSE	-0.128839061496108;0.0697807829559133	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ARNT	DoRothEA_VIPER	negative	positive	FALSE	-0.347784917297553;0.00562065754178724	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ATF4	DoRothEA_VIPER	negative	negative	TRUE	-0.160090304625975;-0.0183380219334038	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	BACH1	DoRothEA_VIPER	negative	positive	FALSE	-0.121987297066376;0.020853941163144	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	BATF	DoRothEA_VIPER	positive	positive	TRUE	0.141816505828028;0.350613841816934	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	BHLHE40	DoRothEA_VIPER	positive	positive	TRUE	0.0807354163697048;0.19628283790058	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	CREB3L1	DoRothEA_VIPER	negative	negative	TRUE	-0.156543957785463;-0.0572365699542547	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	CTCFL	DoRothEA_VIPER	negative	negative	TRUE	-0.215582001792842;-0.0529145999643961	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	DUX4	DoRothEA_VIPER	positive	positive	TRUE	0.0204104494530825;0.173156793832711	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	E2F1	DoRothEA_VIPER	positive	positive	TRUE	0.000484278630269106;0.164567870474747	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	E2F6	DoRothEA_VIPER	positive	positive	TRUE	0.00999295434059617;0.163248911274904	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	E2F7	DoRothEA_VIPER	negative	negative	TRUE	-0.18901997887028;-0.0380359958419457	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ELF1	DoRothEA_VIPER	negative	negative	TRUE	-0.0572383580772547;-0.00427218968657411	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	EOMES	DoRothEA_VIPER	positive	negative	FALSE	-0.0141671064469261;0.290011143144374	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	ETV1	DoRothEA_VIPER	positive	negative	FALSE	-0.0345965305460127;0.183028892107892	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	FOS	DoRothEA_VIPER	negative	negative	TRUE	-0.193350871262661;-0.0397995815478248	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	FOXJ2	DoRothEA_VIPER	positive	negative	FALSE	-0.022926373614805;0.108131263488897	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	FOXK2	DoRothEA_VIPER	negative	negative	TRUE	-0.119943223437836;-0.00309811778289135	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	FOXM1	DoRothEA_VIPER	positive	negative	FALSE	-0.0419545314618032;0.17895120390743	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	FOXO1	DoRothEA_VIPER	positive	negative	FALSE	-0.0224251424388389;0.191653551969061	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	GATA3	DoRothEA_VIPER	positive	negative	FALSE	-0.0346604737415012;0.162814550606919	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	GFI1B	DoRothEA_VIPER	negative	positive	FALSE	-0.0823059471156771;0.00520442333585704	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	GRHL2	DoRothEA_VIPER	negative	negative	TRUE	-0.779334049736293;-0.137286812696584	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	HBP1	DoRothEA_VIPER	negative	positive	FALSE	-0.11686117738609;0.00155441989201212	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	IKZF1	DoRothEA_VIPER	positive	positive	TRUE	0.109913781497296;0.278928422098486	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	IRF3	DoRothEA_VIPER	negative	positive	FALSE	-0.209934035367407;0.0969248838681883	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	IRF4	DoRothEA_VIPER	positive	positive	TRUE	0.0265980395113184;0.316400274096142	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	JUNB	DoRothEA_VIPER	negative	negative	TRUE	-0.191151072527147;-0.0868669651216058	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	JUND	DoRothEA_VIPER	negative	positive	FALSE	-0.0994274846682558;0.0499131765305012	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	KDM5B	DoRothEA_VIPER	negative	negative	TRUE	-0.113263654854662;-0.0338360834583564	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	KLF1	DoRothEA_VIPER	negative	negative	TRUE	-0.161749555971075;-0.0340397095487582	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	KLF13	DoRothEA_VIPER	positive	negative	FALSE	-0.0731213565324041;0.178928942842627	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	KLF5	DoRothEA_VIPER	negative	negative	TRUE	-0.700828025171712;-0.407698670072426	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	KLF9	DoRothEA_VIPER	negative	negative	TRUE	-0.233944103833569;-0.0383046636439934	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	LYL1	DoRothEA_VIPER	positive	positive	TRUE	0.228272748080202;0.53761513328349	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Candida	MAFF	DoRothEA_VIPER	positive	negative	FALSE	-0.232289076583587;0.494909641985817	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
